satzart,textkennzeichen,land,rb,kreis,vb,gemeinde,gemeindename,flaeche,bevoelkerung,maennlich,weiblich,jekm2,postleitzahl,laengengrad,breitengrad,schluessel,bezeichnung,verstaedterungschluessel,verstaedterungbezeichnung
60,64,01,0,53,5318,048,Güster, 7.78, 1 300,  662,  638,  167,21514,"10,680583","53,53952",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5318,064,Klein Pampau, 4.17,  648,  330,  318,  155,21514,"10,586656","53,512681",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5318,080,Langenlehsten, 23.37,  147,  67,  80,  6,21514,"10,740533","53,499907",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5318,092,Müssen, 11.46, 1 165,  581,  584,  102,21516,"10,562546","53,494346",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5318,104,Roseburg, 16.24,  530,  264,  266,  33,21514,"10,624215","53,530505",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5318,115,Schulendorf, 11.38,  448,  224,  224,  39,21516,"10,561815","53,47331",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5318,119,Siebeneichen, 4.68,  250,  124,  126,  53,21514,"10,618693","53,510828",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5318,126,Tramm, 6.74,  347,  174,  173,  51,21516,"10,614693","53,56324",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5318,132,Witzeeze, 10.46,  905,  416,  489,  87,21514,"10,610144","53,452652",F04,übrig. Schleswig-Holstein,03,gering besiedelt
50,51,01,0,53,5323,,Hohe Elbgeest,,,,,,,,,,,,
60,64,01,0,53,5323,003,Aumühle, 3.48, 3 265, 1 551, 1 714,  938,21521,"10,313492","53,528598",F04,übrig. Schleswig-Holstein,02,mittlere Besiedlungsdichte
60,64,01,0,53,5323,012,Börnsen, 8.41, 4 796, 2 354, 2 442,  570,21039,"10,285588","53,476743",F04,übrig. Schleswig-Holstein,02,mittlere Besiedlungsdichte
60,64,01,0,53,5323,023,Dassendorf, 7.94, 3 405, 1 689, 1 716,  429,21521,"10,372665","53,488608",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5323,028,Escheburg, 8.91, 3 461, 1 735, 1 726,  388,21039,"10,309429","53,46713",F04,übrig. Schleswig-Holstein,02,mittlere Besiedlungsdichte
60,64,01,0,53,5323,050,Hamwarde, 6.67,  867,  420,  447,  130,21502,"10,421397","53,452847",F04,übrig. Schleswig-Holstein,02,mittlere Besiedlungsdichte
60,64,01,0,53,5323,053,Hohenhorn, 6.93,  545,  277,  268,  79,21526,"10,367611","53,475734",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5323,072,Kröppelshagen-Fahrendorf, 8.37, 1 330,  670,  660,  159,21529,"10,315197","53,488589",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5323,131,Wiershop, 5.15,  204,  105,  99,  40,21502,"10,451895","53,442501",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5323,133,Wohltorf, 5.97, 2 398, 1 174, 1 224,  402,21521,"10,291254","53,517253",F04,übrig. Schleswig-Holstein,02,mittlere Besiedlungsdichte
60,64,01,0,53,5323,135,Worth, 6.07,  189,  89,  100,  31,21502,"10,408431","53,467545",F04,übrig. Schleswig-Holstein,03,gering besiedelt
50,51,01,0,53,5343,,Lütau,,,,,,,,,,,,
60,64,01,0,53,5343,006,Basedow, 7.47,  653,  325,  328,  87,21483,"10,583592","53,416151",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5343,019,Buchhorst, 5.19,  140,  63,  77,  27,21481,"10,568335","53,384993",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5343,022,Dalldorf, 6.05,  349,  168,  181,  58,21483,"10,610487","53,435521",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5343,058,Juliusburg, 6.03,  170,  80,  90,  28,21483,"10,506484","53,41715",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5343,073,Krüzen, 8.24,  346,  171,  175,  42,21483,"10,527113","53,401518",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5343,074,Krukow, 7.94,  153,  75,  78,  19,21483,"10,478187","53,418864",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5343,082,Lanze, 9.04,  286,  153,  133,  32,21483,"10,604387","53,386341",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5343,087,Lütau, 11.24,  710,  358,  352,  63,21483,"10,545404","53,435861",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5343,111,Schnakenbek, 13.02,  874,  426,  448,  67,21481,"10,50018","53,385426",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5343,128,Wangelau, 6.52,  221,  109,  112,  34,21483,"10,546567","53,453726",F04,übrig. Schleswig-Holstein,03,gering besiedelt
50,51,01,0,53,5358,,Lauenburgische Seen,,,,,,,,,,,,
60,64,01,0,53,5358,001,Albsfelde, 4.18,  70,  34,  36,  17,23909,"10,694451","53,679957",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,004,Bäk, 4.30,  886,  423,  463,  206,23909,"10,787081","53,716345",F04,übrig. Schleswig-Holstein,02,mittlere Besiedlungsdichte
60,64,01,0,53,5358,016,Brunsmark, 4.29,  156,  77,  79,  36,23883,"10,750236","53,617106",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,018,Buchholz, 2.93,  240,  123,  117,  82,23911,"10,745377","53,731393",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,026,Einhaus, 2.53,  421,  203,  218,  166,23911,"10,725697","53,714136",F04,übrig. Schleswig-Holstein,02,mittlere Besiedlungsdichte
60,64,01,0,53,5358,030,Fredeburg, 10.09,  41,  21,  20,  4,23909,"10,72727","53,674253",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,033,Giesensdorf, 2.73,  150,  69,  81,  55,23909,"10,713651","53,688273",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,040,Groß Disnack, 5.99,  84,  41,  43,  14,23911,"10,69059","53,741974",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,041,Groß Grönau, 4.90, 3 765, 1 814, 1 951,  768,23627,"10,750476","53,801387",F04,übrig. Schleswig-Holstein,02,mittlere Besiedlungsdichte
60,64,01,0,53,5358,043,Groß Sarau, 17.08, 1 013,  511,  502,  59,23627,"10,737415","53,771827",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,051,Harmsdorf, 3.57,  326,  172,  154,  91,23911,"10,725868","53,700407",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,054,Hollenbek, 7.21,  434,  235,  199,  60,23883,"10,819794","53,592298",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,057,Horst, 12.05,  207,  96,  111,  17,23883,"10,77065","53,638591",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,062,Kittlitz, 17.73,  255,  129,  126,  14,23911,"10,918244","53,664141",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,066,Klein Zecher, 9.11,  235,  115,  120,  26,23883,"10,872803","53,577413",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,078,Kulpin, 6.07,  201,  101,  100,  33,23911,"10,695812","53,71009",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,088,Mechow, 4.43,  127,  63,  64,  29,23909,"10,801815","53,717556",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,093,Mustin, 11.88,  734,  355,  379,  62,23911,"10,886235","53,68453",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,098,Pogeez, 4.51,  495,  245,  250,  110,23911,"10,729435","53,750929",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,102,Römnitz, 5.15,  58,  34,  24,  11,23909,"10,768957","53,710121",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,107,Salem, 25.10,  638,  309,  329,  25,23911,"10,827965","53,656405",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,110,Schmilau, 11.55,  563,  281,  282,  49,23911,"10,75597","53,664589",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,117,Seedorf, 27.88,  501,  251,  250,  18,23883,"10,866858","53,619223",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,123,Sterley, 21.39,  932,  460,  472,  44,23883,"10,817631","53,620115",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5358,136,Ziethen, 11.18, 1 124,  539,  585,  101,23911,"10,809322","53,693695",F04,übrig. Schleswig-Holstein,02,mittlere Besiedlungsdichte
50,51,01,0,53,5373,,Schwarzenbek-Land,,,,,,,,,,,,
60,64,01,0,53,5373,007,Basthorst, 10.82,  418,  209,  209,  39,21493,"10,47139","53,576616",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5373,017,Brunstorf, 13.76,  738,  379,  359,  54,21524,"10,425938","53,491554",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5373,021,Dahmker, 2.04,  139,  70,  69,  68,22946,"10,444516","53,587821",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5373,027,Elmenhorst, 12.99,  844,  445,  399,  65,21493,"10,537551","53,544876",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5373,031,Fuhlenhagen, 5.74,  386,  216,  170,  67,21493,"10,5266","53,572959",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5373,036,Grabau, 4.10,  349,  174,  175,  85,21493,"10,519825","53,513609",F04,übrig. Schleswig-Holstein,02,mittlere Besiedlungsdichte
60,64,01,0,53,5373,042,Groß Pampau, 4.31,  149,  70,  79,  35,21493,"10,560301","53,521808",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5373,045,Grove, 5.28,  236,  115,  121,  45,21493,"10,492067","53,528123",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5373,047,Gülzow, 17.07, 1 313,  676,  637,  77,21483,"10,490939","53,442249",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5373,049,Hamfelde, 3.47,  500,  228,  272,  144,22929,"10,44893","53,597194",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5373,052,Havekost, 5.91,  184,  88,  96,  31,21493,"10,473088","53,539918",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5373,059,Kankelau, 4.21,  224,  113,  111,  53,21514,"10,56832","53,549311",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5373,060,Kasseburg, 7.89,  578,  282,  296,  73,22929,"10,415399","53,567213",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5373,070,Köthel, 1.52,  262,  133,  129,  172,22929,"10,510002","53,606936",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5373,071,Kollow, 8.21,  609,  297,  312,  74,21527,"10,458784","53,463155",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5373,076,Kuddewörde, 7.35, 1 372,  665,  707,  187,22958,"10,401901","53,587291",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5373,089,Möhnsen, 7.47,  538,  278,  260,  72,21493,"10,469197","53,559974",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5373,091,Mühlenrade, 3.74,  177,  90,  87,  47,21493,"10,48775","53,595838",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5373,106,Sahms, 5.94,  402,  199,  203,  68,21493,"10,532723","53,525807",F04,übrig. Schleswig-Holstein,03,gering besiedelt
50,51,01,0,53,5391,,Sandesneben-Nusse,,,,,,,,,,,,
60,64,01,0,53,5391,025,Duvensee, 12.39,  549,  264,  285,  44,23898,"10,568351","53,693029",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,038,Grinau, 2.74,  296,  148,  148,  108,23847,"10,549505","53,775447",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,039,Groß Boden, 2.70,  209,  108,  101,  77,23847,"10,452871","53,752722",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,044,Groß Schenkenberg, 6.52,  570,  275,  295,  87,23860,"10,56488","53,793492",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,068,Klinkrade, 7.40,  604,  288,  316,  82,23898,"10,55033","53,716092",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,069,Koberg, 11.98,  783,  408,  375,  65,23881,"10,52596","53,639594",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,077,Kühsen, 7.28,  375,  187,  188,  52,23898,"10,615824","53,682661",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,079,Labenz, 5.75,  852,  438,  414,  148,23898,"10,524596","53,708352",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,081,Lankau, 19.12,  470,  244,  226,  25,23881,"10,665636","53,667879",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,085,Linau, 9.66, 1 252,  631,  621,  130,22959,"10,46755","53,643933",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,086,Lüchow, 4.61,  276,  137,  139,  60,23898,"10,529518","53,690744",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,096,Nusse, 6.22, 1 135,  558,  577,  182,23896,"10,575979","53,65908",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,097,Panten, 13.83,  654,  315,  339,  47,23896,"10,61977","53,664571",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,099,Poggensee, 5.44,  351,  177,  174,  65,23896,"10,579484","53,640102",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,101,Ritzerau, 11.11,  295,  148,  147,  27,23896,"10,567545","53,663003",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,108,Sandesneben, 6.13, 1 859,  930,  929,  303,23898,"10,496793","53,68797",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,109,Schiphorst, 8.15,  642,  314,  328,  79,23847,"10,461627","53,708361",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,112,Schönberg, 14.77, 1 366,  698,  668,  92,22929,"10,433054","53,677154",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,114,Schürensöhlen, 2.75,  158,  79,  79,  57,23847,"10,47204","53,763455",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,118,Siebenbäumen, 8.82,  606,  318,  288,  69,23847,"10,525162","53,749557",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,121,Sirksfelde, 8.62,  338,  170,  168,  39,23898,"10,509773","53,66533",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,122,Steinhorst, 16.29,  554,  286,  268,  34,23847,"10,48343","53,719989",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,124,Stubben, 5.33,  386,  188,  198,  72,23847,"10,43068","53,732928",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,127,Walksfelde, 3.51,  235,  124,  111,  67,23896,"10,575101","53,631901",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,53,5391,130,Wentorf (Amt Sandesneben), 4.99,  732,  370,  362,  147,23898,"10,474911","53,67663",F04,übrig. Schleswig-Holstein,03,gering besiedelt
50,50,01,0,53,9105,,"Sachsenwald (Forstgutsbez.),gemfr.Geb.",,,,,,,,,,,,
60,66,01,0,53,9105,105,"Sachsenwald (Forstgutsbez.),gemfr.Geb.", 58.49,  0,  0,  0,  0,,"10,373262","53,530995",F04,übrig. Schleswig-Holstein,03,gering besiedelt
40,43,01,0,54,,,Nordfriesland,,,,,,,,,,,,
50,50,01,0,54,0033,,"Friedrichstadt, Stadt",,,,,,,,,,,,
60,63,01,0,54,0033,033,"Friedrichstadt, Stadt", 4.02, 2 653, 1 254, 1 399,  660,25840,"9,087943","54,37346",F04,übrig. Schleswig-Holstein,03,gering besiedelt
50,50,01,0,54,0056,,"Husum, Stadt",,,,,,,,,,,,
60,63,01,0,54,0056,056,"Husum, Stadt", 25.80, 23 189, 11 132, 12 057,  899,25813,"9,057178","54,477143",F01,Nordsee,02,mittlere Besiedlungsdichte
50,50,01,0,54,0108,,Reußenköge,,,,,,,,,,,,
60,64,01,0,54,0108,108,Reußenköge, 45.91,  324,  171,  153,  7,25821,"8,883096","54,620428",F01,Nordsee,03,gering besiedelt
50,50,01,0,54,0138,,"Tönning, Stadt",,,,,,,,,,,,
60,63,01,0,54,0138,138,"Tönning, Stadt", 44.43, 4 984, 2 475, 2 509,  112,25832,"8,941868","54,31662",F01,Nordsee,03,gering besiedelt
50,50,01,0,54,0168,,Sylt,,,,,,,,,,,,
60,64,01,0,54,0168,168,Sylt, 57.31, 13 689, 6 655, 7 034,  239,25980,"8,30875","54,90786",F01,Nordsee,02,mittlere Besiedlungsdichte
50,51,01,0,54,5417,,Eiderstedt,,,,,,,,,,,,
60,64,01,0,54,5417,035,"Garding, Kirchspiel", 14.89,  277,  131,  146,  19,25836,"8,78356","54,317383",F01,Nordsee,03,gering besiedelt
60,63,01,0,54,5417,036,"Garding, Stadt", 3.06, 2 818, 1 350, 1 468,  921,25836,"8,778217","54,327962",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5417,040,Grothusenkoog, 3.27,  21,  10,  11,  6,25836,"8,759033","54,302739",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5417,063,Katharinenheerd, 8.41,  175,  83,  92,  21,25836,"8,828074","54,335199",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5417,072,Kotzenbüll, 7.77,  200,  103,  97,  26,25832,"8,907487","54,333778",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5417,090,Norderfriedrichskoog, 5.31,  40,  23,  17,  8,25870,"8,893583","54,400271",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5417,095,Oldenswort, 45.84, 1 250,  618,  632,  27,25870,"8,942989","54,372281",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,54,5417,100,Osterhever, 18.50,  204,  100,  104,  11,25836,"8,765219","54,385302",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5417,104,Poppenbüll, 15.52,  229,  123,  106,  15,25836,"8,761168","54,361585",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5417,113,Sankt Peter-Ording, 28.35, 3 997, 1 876, 2 121,  141,25826,"8,640495","54,302281",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5417,134,Tating, 29.49,  958,  477,  481,  32,25881,"8,708512","54,325497",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5417,135,Tetenbüll, 36.42,  587,  281,  306,  16,25882,"8,828234","54,352013",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5417,140,Tümlauer Koog, 6.20,  106,  57,  49,  17,25881,"8,689757","54,348337",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5417,145,Vollerwiek, 4.62,  219,  114,  105,  47,25836,"8,794694","54,290681",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5417,148,Welt, 8.20,  198,  90,  108,  24,25836,"8,79406","54,302402",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5417,150,Westerhever, 13.32,  94,  43,  51,  7,25881,"8,67563","54,382315",F01,Nordsee,03,gering besiedelt
50,51,01,0,54,5439,,Landschaft Sylt,,,,,,,,,,,,
60,64,01,0,54,5439,046,Hörnum (Sylt), 5.64,  893,  470,  423,  158,25997,"8,287218","54,756098",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5439,061,Kampen (Sylt), 8.43,  461,  228,  233,  55,25999,"8,342294","54,955508",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5439,078,List auf Sylt, 18.42, 1 493,  761,  732,  81,25992,"8,436183","55,020026",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5439,149,Wenningstedt-Braderup (Sylt), 6.16, 1 582,  782,  800,  257,25996,"8,319785","54,931063",F01,Nordsee,02,mittlere Besiedlungsdichte
50,51,01,0,54,5453,,Viöl,,,,,,,,,,,,
60,64,01,0,54,5453,003,Ahrenviöl, 10.11,  518,  273,  245,  51,25885,"9,206895","54,531254",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,54,5453,004,Ahrenviölfeld, 7.29,  220,  102,  118,  30,25885,"9,274084","54,534607",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,54,5453,011,Behrendorf, 15.29,  551,  292,  259,  36,25850,"9,22759","54,562059",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,54,5453,013,Bondelum, 9.18,  158,  86,  72,  17,25850,"9,26682","54,556555",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,54,5453,041,Haselund, 12.79,  882,  457,  425,  69,25855,"9,182961","54,591683",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,54,5453,057,Immenstedt, 14.61,  634,  317,  317,  43,25885,"9,162503","54,541449",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,54,5453,079,Löwenstedt, 19.62,  669,  346,  323,  34,25864,"9,174887","54,621612",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,54,5453,092,Norstedt, 13.50,  410,  210,  200,  30,25884,"9,129313","54,588429",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,54,5453,101,Oster-Ohrstedt, 11.29,  632,  321,  311,  56,25885,"9,227445","54,514539",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,54,5453,118,Schwesing, 15.63,  956,  490,  466,  61,25813,"9,134622","54,493899",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,54,5453,123,Sollwitt, 10.95,  285,  151,  134,  26,25884,"9,228482","54,594606",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,54,5453,144,Viöl, 18.96, 2 223, 1 080, 1 143,  117,25884,"9,180557","54,568875",F04,übrig. Schleswig-Holstein,03,gering besiedelt
60,64,01,0,54,5453,152,Wester-Ohrstedt, 18.54, 1 035,  525,  510,  56,25885,"9,190063","54,507226",F04,übrig. Schleswig-Holstein,03,gering besiedelt
50,51,01,0,54,5459,,Pellworm,,,,,,,,,,,,
60,64,01,0,54,5459,039,Gröde, 2.52,  10,  5,  5,  4,25869,"8,717443","54,631686",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5459,050,Hallig Hooge, 5.78,  103,  50,  53,  18,25859,"8,550938","54,566389",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5459,074,Langeneß, 11.57,  138,  72,  66,  12,25863,"8,594129","54,637917",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5459,103,Pellworm, 37.45, 1 163,  564,  599,  31,25849,"8,686238","54,518632",F01,Nordsee,03,gering besiedelt
50,51,01,0,54,5488,,Föhr-Amrum,,,,,,,,,,,,
60,64,01,0,54,5488,005,Alkersum, 9.07,  391,  187,  204,  43,25938,"8,511244","54,708245",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5488,015,Borgsum, 5.51,  336,  166,  170,  61,25938,"8,460009","54,699989",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5488,025,Dunsum, 2.72,  65,  31,  34,  24,25938,"8,414572","54,730715",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5488,083,Midlum, 8.50,  427,  188,  239,  50,25938,"8,518625","54,714878",F01,Nordsee,03,gering besiedelt
60,64,01,0,54,5488,085,Nebel, 11.95,  905,  429,  476,  76,25946,"8,353658","54,650612",F01,Nordsee,03,gering besiedelt
